time,ankle_angle_l_moment,ankle_angle_r_moment,ground_force_right_vx,ground_force_right_vy,ground_force_right_vz,ground_force_right_px,ground_force_right_py,ground_force_right_pz,ground_torque_right_x,ground_torque_right_y,ground_torque_right_z,ground_force_left_vx,ground_force_left_vy,ground_force_left_vz,ground_force_left_px,ground_force_left_py,ground_force_left_pz,ground_torque_left_x,ground_torque_left_y,ground_torque_left_z,imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_roll,imu0_pitch,imu0_yaw,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_roll,imu1_pitch,imu1_yaw
0.59,-1.70614332,-26.96149998,-20.31518206,237.00868726,38.7086944,0.72020705,0.0,-0.31211766,0.0,-0.00953971,0.0,-48.75468751,127.49701952,-106.12697523,0.64525884,0.0,-0.36729717,0.0,0.00615677,0.0,-543.9524919424392,170.3925729109391,833.7794811728583,11.347846081282302,-151.3500251552528,48.28982862982352,0.0,0.0,0.0,-905.9602916437278,-158.09360349028984,-183.46006917694524,21.400991274270606,-141.7436278594422,12.250991274270607,0.0,0.0,0.0
0.6,0.75029582,-20.73730616,-23.01109648,223.64791326,54.92752997,0.71508702,0.0,-0.31205926,0.0,0.0058235,0.0,3.64840734,157.96776543,-77.49450988,0.64219698,0.0,-0.36422183,0.0,0.00966978,0.0,-593.4940227732017,179.18146892098284,848.4336865973276,10.91224429437579,-158.77620545176669,48.970962685463626,0.0,0.0,0.0,-944.0316917237616,-151.8411800660528,-197.67173559422218,23.192279785083915,-149.64749593335588,12.527097155814065,0.0,0.0,0.0
0.61,2.6145519,-15.34729253,-24.57378817,206.81074018,63.97534208,0.7101317,0.0,-0.31281846,0.0,0.00159745,0.0,-4.90860185,188.93939094,-75.02597097,0.6362095,0.0,-0.36293757,0.0,0.00365153,0.0,-630.2589461231307,193.02284517178404,859.1449795435494,9.845058411790868,-164.6987174052345,48.579086114260384,0.0,0.0,0.0,-975.1402834327382,-143.29629910780355,-207.18028786907814,24.875623798491542,-155.58233104944017,12.556672746093556,0.0,0.0,0.0
0.62,4.21379977,-10.44659877,-25.39701129,187.81042233,68.87717878,0.70528252,0.0,-0.31392718,0.0,0.00024263,0.0,13.35559088,220.64005331,-67.57756241,0.63084395,0.0,-0.3618886,0.0,-0.03473219,0.0,-667.0238694730599,206.86422142258525,869.8562724897713,8.777872529205945,-170.62122935870235,48.18720954305715,0.0,0.0,0.0,-1006.248875141715,-134.7514181495543,-216.6888401439341,26.558967811899166,-161.51716616552443,12.586248336373044,0.0,0.0,0.0
0.63,5.20631961,-5.92117397,-27.87563164,165.48002888,68.22820052,0.70042766,0.0,-0.3154213,0.0,-6.22e-06,0.0,24.38642157,246.50875025,-65.82600379,0.62474452,0.0,-0.36152897,0.0,-0.16006877,0.0,-703.788792822989,220.70559767338645,880.5675654359932,7.710686646621022,-176.54374131217017,47.79533297185391,0.0,0.0,0.0,-1037.3574668506915,-126.20653719130505,-226.19739241879006,28.242311825306793,-167.45200128160872,12.615823926652535,0.0,0.0,0.0
0.64,6.43820945,-1.04553409,-27.57558665,138.54456288,69.12805084,0.69579926,0.0,-0.31687758,0.0,-1.175e-05,0.0,34.69655609,260.25391408,-53.29423915,0.61811219,0.0,-0.36145141,0.0,-0.3753357,0.0,-738.6057151648797,242.9815713626336,889.4462392943227,8.595017180368204,-178.25205702856556,47.13660700548748,0.0,0.0,0.0,-1067.1255382327295,-113.81741012359629,-240.06591004666882,29.997291143135516,-171.0427052669367,13.196967023949934,0.0,0.0,0.0
0.65,6.64720074,3.90926426,-32.96312992,113.863468,71.10536928,0.69093849,0.0,-0.31851879,0.0,-2.65e-06,0.0,45.07283407,265.65287029,-48.5278013,0.61084925,0.0,-0.36221883,0.0,-0.71796274,0.0,-773.1023560182573,266.6443232986307,898.0236022360122,9.800207190112312,-179.26749371762654,46.43400687214729,0.0,0.0,0.0,-1096.6732073439664,-100.79622955023335,-254.65127339863582,31.76404841273911,-174.24799784604338,13.868796348530694,0.0,0.0,0.0
0.66,6.17734504,7.164286,-31.35884253,82.75374311,63.29356643,0.68650736,0.0,-0.32071646,0.0,-9e-08,0.0,52.06964961,275.12007842,-50.48751599,0.60169703,0.0,-0.36507617,0.0,-1.58776107,0.0,-807.598996871635,290.30707523462775,906.6009651777015,11.00539719985642,-180.28293040668754,45.73140673880711,0.0,0.0,0.0,-1126.2208764552033,-87.77504897687041,-269.2366367506028,33.53080568234271,-177.45329042515004,14.540625673111451,0.0,0.0,0.0
0.67,5.29387181,6.78084296,-33.89190721,51.23949029,36.49256098,0.68179179,0.0,-0.32521629,0.0,-2e-08,0.0,56.79070196,302.69822981,-56.25973331,0.58965481,0.0,-0.37083594,0.0,-3.51898151,0.0,-842.0956377250126,313.96982717062485,915.1783281193909,12.21058720960053,-181.29836709574855,45.028806605466926,0.0,0.0,0.0,-1155.7685455664403,-74.75386840350747,-283.8220001025698,35.297562951946304,-180.6585830042567,15.21245499769221,0.0,0.0,0.0
0.68,4.23469161,5.04767126,-24.91780536,26.42602471,17.23418461,0.67996463,0.0,-0.3308529,0.0,-2e-08,0.0,67.11632048,342.70712609,-63.55417651,0.57684164,0.0,-0.37714307,0.0,-5.95478861,0.0,-863.8335852206327,316.5675944577374,903.544501140727,12.892360469645524,-177.59920093483956,48.35124367035771,0.0,0.0,0.0,-1163.495714206221,-74.54551889154749,-292.63001335484927,31.220968226587384,-180.40044460519726,17.72941906404757,0.0,0.0,0.0
