imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_roll,imu0_pitch,imu0_yaw,imu0_timestamp,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_roll,imu1_pitch,imu1_yaw,imu1_timestamp
593.99,-138.67,805.91,6.59,-2.62,-7.5,-68.81,-1.05,45.65,2025-02-10T14:50:45.646286,1006.84,62.74,-29.79,-12.5,-47.87,-8.84,-121.84,12.58,15.83,2025-02-10T14:50:45.646286
578.37,-154.79,817.38,9.51,-3.9,-11.52,-76.06,1.49,47.82,2025-02-10T14:50:45.740312,999.76,-0.49,5.13,-6.04,-50.24,-7.32,-125.13,12.33,15.62,2025-02-10T14:50:45.740312
617.43,-122.8,850.34,8.66,-60.37,-18.84,-69.61,0.45,46.24,2025-02-10T14:50:45.830903,1074.22,78.86,-74.95,-28.05,-97.62,-33.41,-116.16,11.97,15.6,2025-02-10T14:50:45.830903
700.44,-69.58,895.75,-9.27,-159.76,-32.87,-51.98,-4.66,40.78,2025-02-10T14:50:45.932318,1233.15,299.32,22.95,-25.18,-100.0,-57.56,-100.46,10.94,14.57,2025-02-10T14:50:45.932318
1216.55,-174.07,804.69,-13.48,-232.32,-64.51,-36.25,-9.37,35.93,2025-02-10T14:50:46.022033,1230.96,276.86,-506.1,-55.73,-151.59,-44.82,-79.6,8.52,15.69,2025-02-10T14:50:46.022033
263.92,-487.3,745.12,67.74,29.7,-7.8,-23.29,-17.04,34.48,2025-02-10T14:50:46.120791,540.28,-64.7,69.09,50.49,89.88,33.17,-67.51,4.36,20.51,2025-02-10T14:50:46.120791
484.86,-179.69,845.21,20.12,146.22,47.68,-19.56,-20.46,36.6,2025-02-10T14:50:46.210916,805.18,183.11,-54.44,-5.67,104.94,15.12,-64.12,0.83,24.65,2025-02-10T14:50:46.210916
937.5,-252.69,909.91,3.72,213.54,77.13,-27.74,-17.52,37.79,2025-02-10T14:50:46.311323,1237.55,178.47,-91.55,-20.37,218.23,26.4,-67.11,2.74,20.09,2025-02-10T14:50:46.311323
1011.96,-286.38,886.96,-45.43,176.95,54.51,-35.27,-13.8,40.52,2025-02-10T14:50:46.402755,1304.69,245.85,-38.09,-49.51,195.37,43.78,-73.16,2.26,17.43,2025-02-10T14:50:46.402755
1485.6,127.2,702.64,-42.5,93.35,59.02,-36.11,-10.47,41.19,2025-02-10T14:50:46.496253,1060.55,392.09,-386.96,-59.15,76.59,28.84,-78.62,2.12,15.62,2025-02-10T14:50:46.496253
1156.98,229.49,-688.48,11.1,-136.1,-41.71,-36.94,-9.4,41.7,2025-02-10T14:50:46.591078,805.91,361.82,-708.98,23.9,-63.72,-18.9,-83.76,1.91,15.88,2025-02-10T14:50:46.591078
448.24,-230.71,970.46,22.5,-70.49,-54.7,-37.61,-9.02,41.95,2025-02-10T14:50:46.682531,1029.79,479.49,370.61,3.35,-132.99,-14.27,-89.02,2.06,16.4,2025-02-10T14:50:46.682531
624.76,-133.79,846.68,16.89,-13.41,-17.01,-37.96,-8.2,42.21,2025-02-10T14:50:46.776540,924.8,129.39,354.25,43.54,11.59,15.12,-93.23,2.74,17.21,2025-02-10T14:50:46.776540
582.03,-176.51,809.57,0.37,-10.98,-5.24,-38.6,-6.88,42.69,2025-02-10T14:50:46.868408,1012.94,73.24,83.01,0.3,-45.61,6.28,-97.73,3.57,17.83,2025-02-10T14:50:46.868408
