imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_roll,imu0_pitch,imu0_yaw,imu0_timestamp,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_roll,imu1_pitch,imu1_yaw,imu1_timestamp
560.06,0.49,833.98,-0.12,1.71,1.22,-34.28,0.17,53.6,2025-02-10T14:52:03.326990,884.28,75.44,-440.67,0.3,2.87,1.71,-116.89,5.7,37.11,2025-02-10T14:52:03.326990
567.38,-0.24,840.33,0.49,2.38,0.55,-34.48,0.4,53.93,2025-02-10T14:52:03.420027,873.05,94.24,-443.36,0.98,2.01,0.12,-117.35,5.89,37.13,2025-02-10T14:52:03.420027
559.33,1.22,842.77,0.73,2.74,0.37,-34.64,0.61,54.2,2025-02-10T14:52:03.506344,885.99,97.66,-427.25,1.34,6.1,0.73,-117.79,6.03,37.11,2025-02-10T14:52:03.506344
550.78,-4.88,840.09,0.0,2.13,1.22,-34.84,0.82,54.43,2025-02-10T14:52:03.603612,897.95,87.89,-426.76,-0.18,4.39,0.55,-118.06,6.09,37.12,2025-02-10T14:52:03.603612
556.15,-10.74,841.31,-0.12,1.83,1.77,-35.05,0.97,54.57,2025-02-10T14:52:03.693079,896.24,78.86,-426.76,-1.83,4.39,-0.06,-118.24,6.11,37.09,2025-02-10T14:52:03.693079
551.51,-7.32,842.77,-0.12,1.28,1.1,-35.17,0.87,54.6,2025-02-10T14:52:03.790281,913.09,79.35,-413.57,-2.44,4.15,0.49,-118.31,6.04,37.12,2025-02-10T14:52:03.790281
549.56,-16.11,840.82,0.43,0.85,0.98,-35.07,0.79,54.64,2025-02-10T14:52:03.874922,905.52,74.22,-406.01,-1.65,2.07,0.37,-118.15,5.94,37.21,2025-02-10T14:52:03.874922
546.39,-16.6,839.84,1.65,0.85,0.49,-34.87,0.67,54.66,2025-02-10T14:52:03.966409,899.41,79.83,-398.93,0.79,0.3,-0.06,-117.99,5.72,37.28,2025-02-10T14:52:03.966409
553.96,-12.94,839.36,1.77,1.46,-0.3,-34.67,0.61,54.64,2025-02-10T14:52:04.058372,885.25,92.77,-400.63,3.35,-2.13,0.61,-117.8,5.54,37.42,2025-02-10T14:52:04.058372
550.29,-18.31,838.38,2.26,-0.24,-1.04,-34.65,0.48,54.64,2025-02-10T14:52:04.149339,906.01,43.7,-417.48,4.63,-6.34,3.9,-117.61,5.36,37.5,2025-02-10T14:52:04.149339
545.9,-27.83,856.45,6.04,0.12,-4.45,-34.39,0.38,54.64,2025-02-10T14:52:04.251001,879.39,229.74,-401.86,-6.22,-29.02,-19.39,-117.33,5.23,37.62,2025-02-10T14:52:04.251001
568.36,18.55,862.79,5.12,0.55,-4.51,-34.26,0.09,54.65,2025-02-10T14:52:04.351800,956.3,245.61,-476.07,-17.32,-14.45,-23.72,-117.0,5.03,37.66,2025-02-10T14:52:04.351800
