time,ankle_angle_r,ankle_angle_l
12.2333333,-16.61709856,-18.43539954
12.25,-17.53372636,-18.24646585
12.2666667,-18.63840454,-17.64539251
12.2833333,-19.34303655,-16.83742773
12.3,-19.39485903,-15.83896269
12.3166667,-18.61379009,-14.47202303
12.3333333,-16.79529385,-13.09312743
12.35,-14.19575232,-11.68997441
12.3666667,-13.69361805,-10.07241358
12.3833333,-2.36634228,-8.92549153
12.4,-2.61338824,-7.94002563
12.4166667,-6.23022368,-6.83455661
12.4333333,-8.47589783,-4.84934632
12.45,-7.62716975,-2.30411731
12.4666667,-3.35307847,0.21583248
12.4833333,2.77410038,1.79780441
12.5,8.43363471,2.50063386
12.5166667,12.49057005,2.80597463
12.5333333,15.24385875,3.11652499
12.55,16.72069704,3.56977747
12.5666667,16.77206631,3.70201617
12.5833333,13.30276009,3.43480317
12.6,4.00600142,3.04150593
12.6166667,-6.208725,3.08874468
12.6333333,-14.34626264,4.2896192
12.65,-20.71999845,5.73261304
12.6666667,-25.95348956,6.06384429
12.6833333,-30.00715347,5.55047072
12.7,-32.88206793,4.42038991
12.7166667,-34.79784085,3.06974909
12.7333333,-35.15407795,1.10464443
12.75,-34.60816972,-1.44399882
12.7666667,-32.82707722,-3.75691071
12.7833333,-30.082058,-5.70625436
12.8,-27.01230085,-7.1362433
12.8166667,-24.49124663,-7.78160668
12.8333333,-21.49922512,-6.79084585
12.85,-20.25233759,-4.35295562
12.8666667,-18.9996236,-2.11937292
12.8833333,-19.35804154,-1.47505136
12.9,-21.52830758,-2.11382585
12.9166667,-23.96116798,-2.74447279
12.9333333,-25.82819549,-1.95856962
12.95,-25.7504335,1.04041688
12.9666667,-25.17680082,5.49425363
12.9833333,-25.16535672,8.52779392
13.0,-28.99913569,9.45117431
13.0166667,-34.18383464,6.95420623
13.0333333,-36.66619713,1.65383056
13.05,-36.16974287,-2.85227128
13.0666667,-33.14811809,-2.34140046
13.0833333,-28.18430743,-2.2615522
13.1,-22.24833568,-2.95402682
13.1166667,-16.71635751,-3.61942371
13.1333333,-12.52469705,-4.4626954
13.15,-10.72466418,-5.5144296
13.1666667,-10.46626401,-7.60618063
13.1833333,-10.58095101,-9.30640366
13.2,-10.94808825,-6.56825493
13.2166667,-11.23973125,-5.82467046
13.2333333,-11.34823573,-8.01883879
13.25,-11.2221149,-11.41110561
13.2666667,-10.49411955,-13.9753078
13.2833333,-10.22428285,-15.35376573
13.3,-10.21368721,-15.56375246
13.3166667,-10.66989447,-16.01657124
13.3333333,-11.5758217,-17.01772653
13.35,-12.52915163,-18.10673675
13.3666667,-13.27520035,-18.8090186
13.3833333,-13.88508923,-19.15159947
13.4,-14.58931764,-18.99968008
13.4166667,-15.57525145,-19.36536826
13.4333333,-17.36926215,-19.39353462
13.45,-19.23414221,-19.20563456
13.4666667,-20.52499709,-18.59463556
13.4833333,-20.59507181,-18.37908674
13.5,-19.98506644,-17.94664271
13.5166667,-18.56981098,-17.57657531
13.5333333,-16.29615986,-16.23716837
13.55,-15.03045597,-13.34371724
13.5666667,6.97310657,-9.48689109
13.5833333,1.84789182,-7.20673743
13.6,-9.67237705,-6.37235224
13.6166667,-15.47381213,-6.47685948
13.6333333,-16.20328435,-5.31636361
13.65,-13.59540801,-3.36426872
13.6666667,-8.32065987,-0.68540881
13.6833333,-1.51400095,1.50389988
13.7,5.08157752,3.05031764
13.7166667,9.77234623,3.623976
13.7333333,12.82133973,3.85354386
13.75,14.65994213,3.62684285
13.7666667,14.90778343,3.57697208
13.7833333,13.79734209,4.39237478
13.8,12.00158651,5.74275781
13.8166667,8.83526309,7.16540427
13.8333333,3.45817583,8.04817162
13.85,-2.26152288,7.85121441
13.8666667,-7.59620718,6.50469642
13.8833333,-12.64134287,5.27256664
13.9,-17.72569188,4.83905067
13.9166667,-22.61918808,4.51911514
13.9333333,-26.737509,3.50488108
13.95,-29.87894731,2.04245054
13.9666667,-31.9384361,0.74597774
13.9833333,-32.35928268,-0.27413929
14.0,-31.50830158,-1.22646293
14.0166667,-30.84589045,-2.86011948
14.0333333,-30.38132217,-5.61543351
14.05,-29.99753981,-9.18855287
14.0666667,-29.13194867,-11.9823238
14.0833333,-27.59636372,-13.39152222
14.1,-25.57573773,-13.21315182
14.1166667,-23.4573933,-11.4442923
14.1333333,-21.48891324,-8.36892527
14.15,-20.24488858,-5.23053292
14.1666667,-20.35334818,-3.70916369
14.1833333,-21.50900991,-2.94487825
14.2,-23.71731767,-2.45521922
14.2166667,-25.63565787,-0.65073572
14.2333333,-26.518326,3.0868432
14.25,-26.46853324,6.66532025
14.2666667,-27.53733449,9.46713748
14.2833333,-30.36136352,9.90469481
14.3,-33.49401505,7.84777002
14.3166667,-34.74376999,4.17981972
14.3333333,-34.03778228,-0.58404364
14.35,-31.2454548,-2.36362593
14.3666667,-26.68380728,-5.5703555
14.3833333,-21.61940911,-6.63454479
14.4,-16.96699309,-7.39167124
14.4166667,-13.78926727,-8.68748427
14.4333333,-11.94088466,-10.16347141
14.45,-10.74548397,-10.46817738
14.4666667,-10.19982677,-8.86869271
14.4833333,-10.06919141,-8.49231641
14.5,-9.80149154,-9.91043414
14.5166667,-9.2452651,-12.16388827
14.5333333,-8.47495707,-14.64180127
14.55,-7.63437379,-16.55546561
14.5666667,-6.85176876,-17.67658516
14.5833333,-6.26772941,-17.60943719
14.6,-6.12964748,-17.12904964
14.6166667,-6.35929015,-16.88917008
14.6333333,-6.75586961,-16.89883491
14.65,-7.41317666,-17.24373148
14.6666667,-8.02194397,-17.64911868
14.6833333,-9.25211205,-17.99785341
14.7,-10.89969431,-17.89350247
14.7166667,-13.07719141,-17.6386875
14.7333333,-14.89249003,-17.17178904
14.75,-15.7184426,-16.34548964
14.7666667,-15.88393778,-15.09163183
14.7833333,-14.85122608,-13.39163559
14.8,-12.74549569,-11.35386794
14.8166667,-1.41250174,-8.98116639
14.8333333,5.54667066,-7.58650604
14.85,-0.70578852,-7.80415775
14.8666667,-7.92058458,-8.23836084
14.8833333,-11.8515099,-8.16082485
14.9,-11.65896966,-6.55373121
14.9166667,-7.9456523,-4.41606418
14.9333333,-1.00239559,-2.53867269
14.95,6.89699576,-1.0916941
14.9666667,13.13955694,0.70872925
14.9833333,17.11582278,2.86410348
15.0,18.67487892,4.429727
15.0166667,18.63616099,4.690876
15.0333333,16.35520367,4.07241145
15.05,10.09644335,3.36627299
15.0666667,0.66599621,3.3752582
15.0833333,-7.02023346,4.11474094
15.1,-13.49213761,5.0132298
15.1166667,-19.35842602,5.45904026
15.1333333,-24.51972316,5.3917484
15.15,-28.64519726,4.78845752
15.1666667,-31.34020727,3.66583354
15.1833333,-32.78096653,2.3027553
15.2,-32.95459525,0.72998087
15.2166667,-32.24606686,-0.97057115
15.2333333,-30.7470352,-2.70204649
15.25,-28.35582538,-4.24624591
15.2666667,-25.685746,-5.71103027
15.2833333,-24.01744886,-5.55825152
15.3,-21.67031549,-4.06023044
15.3166667,-20.30300294,-2.27960044
15.3333333,-20.36582877,-1.62900996
15.35,-21.08631892,-2.31829796
15.3666667,-22.87985642,-2.84954442
15.3833333,-25.42574129,-2.40400762
15.4,-27.43088779,-0.16596209
15.4166667,-28.264645,3.05061816
15.4333333,-29.30726682,6.48015865
15.45,-31.47075239,8.23673738
15.4666667,-34.79418278,6.8209223
15.4833333,-36.46477106,3.12857885
15.5,-36.11249662,-1.86725712
15.5166667,-33.30181617,-3.60947172
15.5333333,-28.78639705,-2.99478403
15.55,-23.11892282,-1.79195822
15.5666667,-16.46982158,-1.37751361
15.5833333,-10.91588116,-1.49479039
15.6,-7.54594678,-3.50714478
15.6166667,-6.30873072,-4.78035178
15.6333333,-6.20113658,-6.02394328
15.65,-6.21399423,-4.62803317
15.6666667,-6.53942844,-4.48760406
15.6833333,-7.20321705,-6.79426906
15.7,-7.71788921,-11.20431676
15.7166667,-7.52127968,-15.43470485
15.7333333,-6.80819285,-18.26028685
15.75,-5.71458484,-18.78791072
15.7666667,-4.70055578,-18.33800142
15.7833333,-3.97994028,-17.43593471
15.8,-3.95454792,-16.89718786
15.8166667,-4.41345189,-16.77425204
15.8333333,-5.40124087,-17.17997035
15.85,-6.64408373,-17.89398581
15.8666667,-7.38216308,-18.2607935
15.8833333,-8.16803953,-18.02422737
15.9,-9.34082994,-17.52209228
15.9166667,-11.06766073,-16.4715886
15.9333333,-12.53821005,-15.62307255
15.95,-13.90584552,-15.28200425
15.9666667,-14.54277655,-14.4257755
15.9833333,-15.05900191,-13.52678595
16.0,-14.75872654,-11.38066549
16.0166667,1.2503314,-9.00816983
16.0333333,3.61979672,-7.14684068
16.05,-4.5769887,-5.5948611
16.0666667,-10.45854467,-4.76646082
16.0833333,-11.561138,-3.77954552
16.1,-8.21620579,-2.70217414
16.1166667,-1.70690028,-0.91567359
16.1333333,6.42971611,1.48091533
16.15,12.79695594,3.99814631
16.1666667,16.53349924,5.87009716
16.1833333,18.29180098,6.86421268
16.2,18.96437107,7.11655604
16.2166667,18.73089113,6.87170699
16.2333333,16.67149513,5.91564978
16.25,10.5751193,4.13133393
16.2666667,0.55040196,1.9849565
16.2833333,-8.25015068,1.14581689
16.3,-15.3887215,2.15928102
16.3166667,-21.66824611,4.10922181
16.3333333,-26.709068,5.45080616
16.35,-30.6859398,5.72580092
16.3666667,-33.25376187,4.82070424
16.3833333,-34.77224855,3.17963702
16.4,-34.24696851,0.77220719
16.4166667,-33.25835535,-1.98632762
16.4333333,-31.39292444,-4.84734629
16.45,-28.94784448,-7.37659088
16.4666667,-26.37940847,-9.57739585
16.4833333,-23.72441698,-10.31610459
16.5,-21.59796468,-10.32502809
16.5166667,-19.59381739,-8.99695604
16.5333333,-18.54433046,-6.8544518
16.55,-18.33472582,-4.74187151
16.5666667,-19.37631683,-3.77870737
16.5833333,-21.28900905,-3.28269553
16.6,-23.14600413,-2.5127097
16.6166667,-24.75342002,-0.49504651
16.6333333,-25.41348443,2.74886238
16.65,-25.93444891,6.42096413
16.6666667,-27.59289506,7.379724
16.6833333,-30.33179572,8.28695556
16.7,-31.7420742,7.38367905
16.7166667,-30.81537494,5.50485018
16.7333333,-28.2224473,4.14867632
16.75,-24.62154474,3.21781331
16.7666667,-20.62384084,2.25659514
16.7833333,-16.24057437,0.53629941
16.8,-12.18688081,-1.47560847
16.8166667,-9.63167531,-4.65889122
16.8333333,-7.87334708,-6.6419183
16.85,-6.71737598,-7.4705243
16.8666667,-5.77716316,-4.8463405
16.8833333,-5.18922058,-2.73133338
16.9,-5.03719184,-3.50488316
16.9166667,-4.84175643,-6.69150372
16.9333333,-4.40795212,-10.42646494
16.95,-3.9820655,-13.2004876
16.9666667,-3.74909994,-14.75266418
16.9833333,-3.63074138,-15.5767631
17.0,-3.69135644,-16.0036538
17.0166667,-4.24479962,-16.3661166
17.0333333,-5.23947415,-16.73121752
17.05,-6.50235842,-17.40973026
17.0666667,-7.82055937,-18.23392926
17.0833333,-8.89299836,-18.81454156
17.1,-10.35035948,-19.42428808
17.1166667,-12.23423723,-19.91333195
17.1333333,-14.88950705,-19.68543166
17.15,-16.90652934,-18.98893802
17.1666667,-18.08840726,-17.98480561
17.1833333,-18.56382197,-16.52918988
17.2,-18.30072593,-14.93566695
17.2166667,-17.4391456,-13.08099861
17.2333333,-15.82236703,-11.0655081
17.25,-4.13558107,-9.08892445
17.2666667,-0.70257324,-8.18895963
17.2833333,-6.77295819,-7.39600744
17.3,-11.9644065,-5.12698456
17.3166667,-12.99162625,-2.29528683
17.3333333,-8.91592886,0.21904681
17.35,-1.22625689,2.10253116
17.3666667,6.67755135,3.62383233
17.3833333,12.48208355,4.73537962
17.4,16.25436524,5.00019953
17.4166667,18.44135597,4.60820639
17.4333333,18.72450813,3.78209981
17.45,17.20166565,3.01221272
17.4666667,11.8821989,2.86704831
17.4833333,2.91148698,2.73533713
17.5,-5.96393055,2.96925311
17.5166667,-13.68034593,3.63725181
17.5333333,-20.62361181,4.55257628
17.55,-26.11745778,5.61212178
17.5666667,-30.58848311,5.62280488
17.5833333,-33.89191453,5.24566788
17.6,-36.2574104,4.4783422
17.6166667,-37.64311239,3.56988054
17.6333333,-37.77649498,2.48167541
17.65,-36.59761599,0.93638675
17.6666667,-34.35010902,-0.72095333
17.6833333,-31.05746354,-2.5367568
17.7,-27.91424256,-5.01191434
17.7166667,-23.85945875,-7.05889662
17.7333333,-21.06195777,-8.67739493
17.75,-19.77304819,-8.8530927
17.7666667,-18.76765714,-7.35239903
17.7833333,-17.12961993,-5.39974517
17.8,-17.5444224,-4.71149999
17.8166667,-19.7353277,-4.80513849
17.8333333,-22.48601345,-4.66787869
17.85,-24.57909792,-3.93463015
17.8666667,-26.25386911,-1.77478608
17.8833333,-27.33362943,0.89607895
