imu0_acc_x,imu0_acc_y,imu0_acc_z,imu0_gyro_x,imu0_gyro_y,imu0_gyro_z,imu0_roll,imu0_pitch,imu0_yaw,imu0_timestamp,imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_roll,imu1_pitch,imu1_yaw,imu1_timestamp,dorsiflexion_angle
781.25,-8.06,803.71,27.44,-71.89,-20.24,-23.9,-14.61,35.15,2025-03-12T10:13:33.813133,907.96,56.88,-472.41,7.01,-98.84,-11.28,-100.13,-5.73,17.57,2025-03-12T10:13:33.813133,8.24890951715821
697.51,2.69,957.28,30.3,-79.7,-29.57,-23.97,-14.6,35.16,2025-03-12T10:13:33.826401,928.47,73.49,-544.43,-2.8,-110.79,-8.54,-100.16,-5.66,17.59,2025-03-12T10:13:33.826401,10.154250593021382
569.58,21.48,961.67,35.18,-79.39,-31.16,-24.01,-14.58,35.18,2025-03-12T10:13:33.861659,874.02,87.89,-570.56,8.66,-111.83,-11.59,-100.21,-5.58,17.65,2025-03-12T10:13:33.861659,12.064786379013974
577.15,-39.55,922.61,39.33,-76.28,-22.38,-24.05,-14.55,35.2,2025-03-12T10:13:33.912279,871.83,95.95,-654.79,13.41,-105.91,-16.22,-100.3,-5.5,17.79,2025-03-12T10:13:33.912279,13.888057971580416
677.73,71.53,875.24,40.06,-75.18,-32.07,-24.09,-14.51,35.23,2025-03-12T10:13:33.933081,742.68,103.76,-633.3,2.13,-99.21,-20.49,-100.36,-5.4,17.91,2025-03-12T10:13:33.933081,15.62608616077302
652.59,25.88,829.1,32.99,-67.38,-43.48,-24.1,-14.48,35.26,2025-03-12T10:13:33.966090,740.48,116.46,-688.72,-6.65,-92.93,-12.5,-100.46,-5.28,18.02,2025-03-12T10:13:33.966090,17.211488875440608
667.97,1.46,761.23,25.43,-66.22,-45.79,-24.06,-14.43,35.27,2025-03-12T10:13:34.016167,730.71,99.37,-703.12,-20.55,-88.54,-5.98,-100.55,-5.14,18.33,2025-03-12T10:13:34.016167,18.735557782695928
729.74,33.69,744.14,20.79,-70.85,-45.67,-24.0,-14.37,35.26,2025-03-12T10:13:34.035958,719.48,63.72,-730.96,-18.96,-86.1,-3.35,-100.64,-4.99,18.43,2025-03-12T10:13:34.035958,20.278334057490078
786.38,23.19,714.6,18.72,-75.24,-41.71,-23.93,-14.28,35.25,2025-03-12T10:13:34.071285,710.94,47.61,-801.76,-18.23,-84.57,0.24,-100.73,-4.84,18.43,2025-03-12T10:13:34.071285,21.849493159254145
937.5,88.13,681.88,15.85,-88.66,-40.55,-23.85,-14.2,35.25,2025-03-12T10:13:34.117784,684.33,62.01,-815.92,-8.78,-90.37,0.98,-100.81,-4.66,18.42,2025-03-12T10:13:34.117784,23.61091076134639
947.51,151.37,702.39,11.77,-92.93,-49.27,-23.77,-14.13,35.21,2025-03-12T10:13:34.140905,660.16,101.81,-854.25,-11.83,-98.9,3.96,-100.88,-4.49,18.34,2025-03-12T10:13:34.140905,25.488944561669204
831.3,204.59,677.73,14.39,-87.74,-58.78,-23.71,-14.05,35.18,2025-03-12T10:13:34.216649,555.66,128.42,-866.7,-30.06,-97.56,4.51,-100.95,-4.28,18.18,2025-03-12T10:13:34.216649,27.289570395478982
854.49,65.19,599.85,21.95,-90.3,-45.12,-23.64,-13.96,35.14,2025-03-12T10:13:34.217525,529.79,66.41,-858.64,-34.45,-91.83,-0.12,-100.98,-4.03,18.13,2025-03-12T10:13:34.217525,29.07042505332178
812.26,194.58,526.12,15.61,-92.32,-42.5,-23.57,-13.86,35.08,2025-03-12T10:13:34.248088,457.76,187.01,-847.9,-9.15,-94.45,-1.59,-101.0,-3.76,18.0,2025-03-12T10:13:34.248088,30.897732822196883
643.55,152.34,569.82,3.05,-68.35,-44.76,-23.55,-13.74,35.05,2025-03-12T10:13:34.322382,352.54,213.13,-847.66,-21.22,-82.44,9.51,-101.05,-3.42,18.0,2025-03-12T10:13:34.322382,32.35671917088213
681.4,112.06,483.64,5.73,-60.3,-23.66,-23.56,-13.57,35.0,2025-03-12T10:13:34.323260,378.91,65.43,-853.27,-31.4,-62.8,6.59,-101.08,-3.03,18.08,2025-03-12T10:13:34.323260,33.563451702530514
774.9,235.11,431.88,9.02,-59.45,-6.89,-23.63,-13.38,34.97,2025-03-12T10:13:34.352301,334.23,67.38,-892.82,7.44,-56.83,-3.6,-101.2,-2.55,18.48,2025-03-12T10:13:34.352301,34.72632170148394
886.47,196.04,381.59,13.54,-51.34,-5.67,-23.86,-13.16,35.04,2025-03-12T10:13:34.422352,301.27,149.41,-926.51,9.88,-54.76,-2.07,-101.39,-2.06,18.96,2025-03-12T10:13:34.422352,35.78828417844927
881.35,265.62,320.56,12.13,-54.33,0.73,-24.16,-12.94,35.19,2025-03-12T10:13:34.423015,291.02,118.41,-955.81,3.84,-52.01,-2.2,-101.58,-1.51,19.57,2025-03-12T10:13:34.423015,36.85989734253228
811.77,309.08,318.85,11.59,-47.87,-0.98,-24.49,-12.59,35.37,2025-03-12T10:13:34.556302,234.13,124.02,-906.98,8.6,-47.99,-5.18,-101.83,-0.98,19.9,2025-03-12T10:13:34.556302,37.82643593912945
656.49,310.3,364.5,10.73,-27.56,-9.09,-24.77,-12.23,35.54,2025-03-12T10:13:34.557194,190.43,187.01,-840.82,-3.96,-37.5,-4.09,-102.04,-0.51,20.01,2025-03-12T10:13:34.557194,38.47535651602561
473.39,220.7,328.12,16.89,-4.21,4.39,-25.1,-12.01,35.63,2025-03-12T10:13:34.557878,168.46,155.76,-707.76,-10.3,-15.85,-12.38,-102.18,-0.1,19.83,2025-03-12T10:13:34.557878,38.6980626712742
226.07,76.9,376.95,19.7,26.71,33.17,-25.31,-11.87,35.52,2025-03-12T10:13:34.563098,143.8,65.92,-607.91,1.34,14.39,-18.29,-102.34,0.27,19.59,2025-03-12T10:13:34.563098,38.35376749712286
67.87,-90.09,583.98,17.26,80.79,61.22,-25.47,-11.84,35.27,2025-03-12T10:13:34.630869,291.26,36.87,-485.6,30.79,52.38,-21.89,-102.47,0.54,19.45,2025-03-12T10:13:34.630869,37.12372094935133
-250.98,-85.94,677.49,-7.74,140.73,67.99,-25.72,-11.48,35.08,2025-03-12T10:13:34.631811,358.15,162.6,-411.62,51.22,114.02,-16.28,-102.88,0.75,18.92,2025-03-12T10:13:34.631811,34.68306319901575
-312.99,-291.5,940.43,-24.09,222.38,97.74,-26.08,-10.93,34.77,2025-03-12T10:13:34.668716,395.75,136.96,-314.7,18.6,194.88,-13.17,-103.64,1.01,18.57,2025-03-12T10:13:34.668716,30.65184260243719
-351.07,-467.04,1191.41,-38.05,295.55,136.22,-26.59,-10.36,34.48,2025-03-12T10:13:34.734295,507.32,17.33,-402.1,31.77,280.67,-12.07,-104.71,1.32,18.45,2025-03-12T10:13:34.734295,25.064620568098164
66.65,-1000.73,2147.46,-67.07,380.43,179.15,-27.06,-9.72,34.22,2025-03-12T10:13:34.737989,609.38,-90.82,-662.11,72.62,378.29,5.24,-106.06,1.59,18.31,2025-03-12T10:13:34.737989,17.67215585468114
1010.99,-1677.98,3141.11,-112.5,452.44,227.62,-27.52,-8.97,34.12,2025-03-12T10:13:34.776011,1280.27,-5.62,-1165.53,144.39,481.52,7.74,-107.77,1.76,18.12,2025-03-12T10:13:34.776011,8.530208780958192
3999.88,3999.88,-4000.0,-312.56,369.94,233.35,-28.06,-8.01,34.29,2025-03-12T10:13:34.832418,3129.39,243.16,-469.48,-2.2,518.66,44.76,-109.76,2.33,18.7,2025-03-12T10:13:34.832418,-0.24551519536298705
-52.0,-1677.73,1775.63,22.38,29.27,-85.18,-28.99,-6.96,34.45,2025-03-12T10:13:34.845821,-264.89,176.03,-1512.94,-158.9,-15.43,67.26,-112.04,2.68,18.94,2025-03-12T10:13:34.845821,-0.3988072512912524
750.24,-1065.19,369.14,-38.96,35.49,-12.5,-30.81,-5.83,34.49,2025-03-12T10:13:34.893858,1578.37,-1427.0,-828.61,-119.02,-8.11,28.29,-116.73,3.38,19.12,2025-03-12T10:13:34.893858,-0.6735786155441432
351.32,-14.89,949.71,10.79,13.72,-12.87,-33.41,-4.57,34.64,2025-03-12T10:13:34.937196,561.04,-129.88,-421.14,41.22,35.79,7.38,-120.57,3.61,18.88,2025-03-12T10:13:34.937196,-1.160514145633287
335.94,-233.64,914.06,-7.13,-5.67,8.6,-36.21,-3.05,34.9,2025-03-12T10:13:34.952993,729.49,195.31,-41.26,-2.99,21.04,19.7,-124.48,3.81,18.49,2025-03-12T10:13:34.952993,-1.309004928200255
361.82,-320.56,787.84,-2.93,-6.59,4.33,-38.9,-1.39,34.9,2025-03-12T10:13:34.986177,849.85,-197.02,101.32,-63.84,25.91,18.48,-128.22,3.95,17.78,2025-03-12T10:13:34.986177,-1.498341548215965
371.83,-331.3,820.31,2.26,-2.62,1.65,-41.58,0.15,34.68,2025-03-12T10:13:35.037190,1194.09,-394.29,50.78,64.45,-12.38,3.35,-131.75,4.47,17.31,2025-03-12T10:13:35.037190,-1.3396622161440255
382.32,-221.92,907.23,5.67,-2.01,-3.41,-44.07,1.96,34.69,2025-03-12T10:13:35.056345,917.24,141.85,-253.42,81.4,1.71,-5.73,-135.09,4.86,16.97,2025-03-12T10:13:35.056345,-1.3248728845896935
376.71,-203.86,870.36,-2.62,-1.95,-4.33,-46.31,3.82,35.03,2025-03-12T10:13:35.090989,950.44,-80.08,-228.52,-20.0,-3.05,5.37,-138.19,5.53,17.22,2025-03-12T10:13:35.090989,-1.2653083866671768
376.95,-214.6,903.81,2.62,-2.26,-2.13,-48.59,5.53,35.49,2025-03-12T10:13:35.143619,1001.22,-110.11,-163.33,-16.95,1.34,5.37,-141.12,6.17,17.6,2025-03-12T10:13:35.143619,-1.2466219010293953
394.78,-223.88,894.29,2.68,-0.12,-3.54,-50.96,7.11,35.97,2025-03-12T10:13:35.162004,978.52,-58.59,-185.3,-12.38,0.24,2.5,-144.01,6.64,17.96,2025-03-12T10:13:35.162004,-1.2378936844353186
376.22,-223.63,899.41,0.24,-0.12,-2.62,-53.63,8.59,36.34,2025-03-12T10:13:35.196815,955.57,-84.23,-149.9,-8.11,-2.2,2.74,-147.01,6.95,18.24,2025-03-12T10:13:35.196815,-1.2048807075533168
388.67,-233.15,888.92,-0.18,-0.37,-2.2,-56.71,10.16,36.78,2025-03-12T10:13:35.242576,989.75,-101.81,-217.77,12.44,-3.6,0.18,-150.34,7.14,18.52,2025-03-12T10:13:35.242576,-1.154718287789497
387.7,-230.22,888.18,1.1,-1.52,-1.16,-59.78,11.88,37.38,2025-03-12T10:13:35.273659,945.56,-24.9,-218.99,17.56,-6.1,-1.16,-153.65,7.91,19.1,2025-03-12T10:13:35.273659,-1.067639921394147
387.21,-221.44,910.16,0.79,-1.1,-2.26,-62.63,13.86,37.89,2025-03-12T10:13:35.302316,1010.74,-36.38,-282.71,9.82,-1.89,0.98,-156.79,8.93,19.67,2025-03-12T10:13:35.302316,-1.0273438067532186
392.09,-213.62,896.48,-1.1,-1.1,-0.49,-65.77,15.46,37.87,2025-03-12T10:13:35.351516,976.56,-20.75,-233.89,-4.57,2.07,0.49,-159.97,9.49,19.81,2025-03-12T10:13:35.351516,-1.0263563262032405
391.6,-229.0,906.98,-2.26,-1.28,0.43,-68.71,17.05,38.12,2025-03-12T10:13:35.375207,995.36,-94.73,-198.24,-8.54,4.27,1.28,-162.9,9.95,20.21,2025-03-12T10:13:35.375207,-1.0457664489354452
382.57,-229.0,898.19,-1.16,-0.67,-0.18,-70.87,18.46,38.55,2025-03-12T10:13:35.443197,975.83,-85.45,-166.75,-5.61,1.65,0.55,-165.07,10.95,20.83,2025-03-12T10:13:35.443197,-1.0450014629241389
385.99,-224.37,901.37,-0.85,-0.18,-0.79,-73.03,19.09,38.5,2025-03-12T10:13:35.445539,963.87,-82.52,-166.75,-4.57,-0.3,0.55,-167.03,11.03,20.81,2025-03-12T10:13:35.445539,-1.029650037930127
381.84,-223.39,890.87,0.3,-0.37,-0.67,-75.0,19.48,38.25,2025-03-12T10:13:35.477086,974.61,-91.31,-176.27,2.68,-3.05,-1.28,-168.99,10.62,20.66,2025-03-12T10:13:35.477086,-0.9844921135754994
384.03,-232.91,902.83,1.1,-0.55,-1.28,-76.93,19.63,37.83,2025-03-12T10:13:35.554626,980.47,-53.22,-239.01,8.29,-1.22,-0.61,-170.82,10.48,20.56,2025-03-12T10:13:35.554626,-0.9560522104565687
391.85,-233.4,894.78,1.04,-0.91,-1.65,-78.86,19.63,37.4,2025-03-12T10:13:35.555389,974.12,-57.13,-188.48,-4.09,-1.46,0.12,-172.54,10.24,20.39,2025-03-12T10:13:35.555389,-0.9217806984824368
376.46,-214.6,898.19,1.28,0.12,-1.95,-80.46,19.88,37.05,2025-03-12T10:13:35.581207,990.23,-63.48,-206.3,-4.02,-0.37,1.16,-174.0,10.2,20.24,2025-03-12T10:13:35.581207,-0.9089115200604483
393.55,-222.41,898.68,0.61,-0.43,-1.28,-81.34,20.16,36.62,2025-03-12T10:13:35.652143,961.91,-53.96,-175.29,-9.82,-2.5,0.43,-174.81,10.63,19.91,2025-03-12T10:13:35.652143,-0.8690391483171538
356.2,-242.68,891.6,0.43,-0.24,-1.1,-81.5,19.91,35.91,2025-03-12T10:13:35.652867,988.53,-80.08,-184.81,-4.21,-5.12,1.95,-174.71,10.78,19.34,2025-03-12T10:13:35.652867,-0.8054775114459316
393.8,-213.38,887.45,1.04,-0.98,-1.16,-80.5,18.62,34.96,2025-03-12T10:13:35.686076,963.38,-37.11,-249.27,12.44,-4.33,-0.43,-173.39,10.06,18.48,2025-03-12T10:13:35.686076,-0.7415526599237585
387.94,-216.55,895.26,0.0,-0.67,-0.12,-77.43,16.45,34.18,2025-03-12T10:13:35.757058,970.95,-38.33,-218.99,-2.8,-1.71,3.72,-170.2,8.44,17.61,2025-03-12T10:13:35.757058,-0.7078426416308121
389.4,-229.98,894.53,-1.04,-1.28,0.55,-71.59,13.8,33.94,2025-03-12T10:13:35.757817,983.64,-56.88,-212.16,4.02,-2.8,2.87,-164.23,7.59,16.97,2025-03-12T10:13:35.757817,-0.656959932942113
383.3,-220.7,893.8,-0.98,-0.06,0.85,-63.05,9.89,33.4,2025-03-12T10:13:35.790929,960.21,-38.82,-195.8,1.71,-0.85,5.49,-155.26,6.94,16.25,2025-03-12T10:13:35.790929,-0.6382950922389223
385.74,-241.7,883.79,-2.38,-1.46,1.83,-52.21,4.68,32.0,2025-03-12T10:13:35.860355,978.76,-95.46,-193.36,6.95,-3.66,4.76,-143.03,5.06,15.14,2025-03-12T10:13:35.860355,-0.5774036414224504
391.36,-220.95,902.34,-0.73,-1.1,1.16,-38.22,-1.91,29.22,2025-03-12T10:13:35.861864,955.32,-78.86,-196.53,4.76,-3.54,5.98,-127.26,1.7,12.2,2025-03-12T10:13:35.861864,-0.5214324230066676
391.85,-223.63,896.97,0.0,0.43,1.59,-22.28,-10.24,24.54,2025-03-12T10:13:35.896584,970.46,-95.7,-198.24,7.26,-4.51,5.61,-108.94,-0.27,11.28,2025-03-12T10:13:35.896584,-0.4709251149531364
399.41,-204.83,903.56,0.24,0.73,1.89,-11.43,-3.59,18.55,2025-03-12T10:13:35.959910,986.33,-72.27,-231.93,13.72,-3.72,5.55,-106.16,1.17,6.69,2025-03-12T10:13:35.959910,-0.43106354880361963
396.97,-231.2,891.36,-1.46,1.16,2.87,-11.01,-4.01,19.44,2025-03-12T10:13:35.965019,969.97,-97.66,-224.37,7.93,-5.43,5.85,-104.82,-0.44,12.65,2025-03-12T10:13:35.965019,-0.37844348131925853
375.24,-228.27,899.41,-0.98,0.49,2.44,-10.43,-4.62,19.78,2025-03-12T10:13:36.000945,959.23,-117.19,-170.65,11.59,-3.96,5.24,-104.35,0.22,15.72,2025-03-12T10:13:36.000945,-0.33372330212218015
393.31,-248.54,899.66,0.49,2.74,1.59,-10.37,-4.4,19.97,2025-03-12T10:13:36.063487,977.78,-133.3,-246.83,9.33,-6.28,3.29,-104.04,-1.68,11.69,2025-03-12T10:13:36.063487,-0.2880690049155912
379.15,-227.05,900.15,1.46,2.2,-0.61,-10.61,-4.77,19.78,2025-03-12T10:13:36.071178,968.51,-96.44,-210.21,1.83,-4.39,4.88,-103.09,-1.98,12.84,2025-03-12T10:13:36.071178,-0.25609428674500334
390.62,-230.96,894.29,0.98,1.46,-0.18,-10.81,-5.14,19.68,2025-03-12T10:13:36.106268,979.25,-125.73,-247.31,3.6,-4.27,2.44,-102.74,-2.35,14.27,2025-03-12T10:13:36.106268,-0.2176040708620366
374.27,-239.5,897.46,1.52,1.34,-1.22,-10.87,-5.03,19.63,2025-03-12T10:13:36.164755,953.12,-92.04,-218.99,-1.34,-3.11,4.63,-102.9,-3.1,11.32,2025-03-12T10:13:36.164755,-0.18988748130747424
395.75,-233.4,895.51,-0.91,0.43,-0.67,-11.06,-4.85,19.71,2025-03-12T10:13:36.176295,987.3,-145.51,-271.48,7.93,-1.4,1.22,-102.92,-3.2,9.96,2025-03-12T10:13:36.176295,-0.16969034126050042
375.49,-220.7,902.1,-3.54,1.16,-1.04,-11.22,-4.92,19.85,2025-03-12T10:13:36.217946,955.81,-88.13,-251.71,-3.84,0.98,3.96,-103.08,-3.23,10.63,2025-03-12T10:13:36.217946,-0.180841020756777
380.62,-230.47,895.26,-1.95,0.3,-0.06,-11.35,-4.87,19.92,2025-03-12T10:13:36.265724,962.89,-133.79,-252.2,4.88,1.1,1.52,-103.04,-3.26,11.14,2025-03-12T10:13:36.265724,-0.18434941686797135
372.07,-232.42,894.29,-2.62,0.3,-0.43,-11.44,-4.85,20.03,2025-03-12T10:13:36.280895,979.0,-102.29,-289.79,3.35,7.44,2.56,-103.09,-3.24,11.58,2025-03-12T10:13:36.280895,-0.2513703359432329
395.02,-229.98,894.53,-3.54,-0.06,0.0,-11.53,-4.9,20.12,2025-03-12T10:13:36.315467,985.84,-123.29,-346.92,-2.56,13.23,1.77,-103.22,-3.33,11.66,2025-03-12T10:13:36.315467,-0.3725254562689646
370.61,-225.34,900.15,-5.3,-0.98,1.16,-11.65,-4.93,20.19,2025-03-12T10:13:36.367924,959.96,-85.45,-223.88,-7.26,14.94,5.12,-103.36,-3.47,11.06,2025-03-12T10:13:36.367924,-0.5019277637277855
391.85,-239.01,894.53,-5.91,-2.07,1.89,-11.8,-4.94,20.23,2025-03-12T10:13:36.385842,987.55,-169.92,-229.0,9.76,15.37,0.73,-103.52,-3.54,10.58,2025-03-12T10:13:36.385842,-0.6243349677013179
380.62,-247.56,895.02,-4.02,-0.98,1.22,-11.92,-4.97,20.31,2025-03-12T10:13:36.421131,933.35,-138.43,-108.4,-0.79,8.96,1.34,-103.51,-3.62,10.31,2025-03-12T10:13:36.421131,-0.6936741831116635
372.56,-260.74,893.8,-0.18,-0.61,-1.22,-12.05,-5.08,20.33,2025-03-12T10:13:36.473728,1005.62,-198.0,-94.97,10.73,4.09,-2.07,-103.45,-3.58,10.6,2025-03-12T10:13:36.473728,-0.717871749405141
375.49,-228.52,899.41,-0.3,-0.79,-1.34,-12.17,-5.22,20.34,2025-03-12T10:13:36.492034,972.17,-109.13,-158.69,5.67,1.95,-1.65,-103.31,-3.58,10.86,2025-03-12T10:13:36.492034,-0.7186753855008181
376.71,-251.46,897.95,0.3,-0.12,-1.28,-12.27,-5.31,20.37,2025-03-12T10:13:36.525603,969.73,-119.14,-176.03,-4.39,1.4,-1.65,-103.25,-3.55,11.05,2025-03-12T10:13:36.525603,-0.7208043241917041
387.7,-242.19,892.58,2.32,0.06,-0.79,,,,2025-03-12T10:13:36.576104,960.45,-121.83,-151.86,-7.8,0.0,-1.46,-105.53,-31.39,-10.17,2025-03-12T10:13:36.576104,-0.7106514928664103
378.91,-245.36,891.85,2.56,-0.06,-0.12,-12.47,-5.42,20.44,2025-03-12T10:13:36.592854,969.97,-165.28,-174.8,-0.55,-2.32,-2.93,-103.3,-3.53,11.11,2025-03-12T10:13:36.592854,-0.6760360526852736
385.74,-236.82,897.95,2.44,0.06,-0.18,-12.57,-5.43,20.49,2025-03-12T10:13:36.627715,974.61,-96.19,-233.89,0.91,-0.43,-2.32,-103.36,-3.56,10.82,2025-03-12T10:13:36.627715,-0.6614586735189274
384.28,-234.62,895.51,1.1,0.0,0.61,-12.68,-5.44,20.55,2025-03-12T10:13:36.677896,968.51,-115.97,-211.18,-4.15,0.98,-2.2,-103.41,-3.54,10.87,2025-03-12T10:13:36.677896,-0.6603805249086798
378.42,-239.99,900.39,0.73,0.37,0.18,-12.77,-5.45,20.61,2025-03-12T10:13:36.699876,982.18,-119.63,-165.04,-5.18,0.98,-2.2,-103.44,-3.53,11.02,2025-03-12T10:13:36.699876,-0.6630385032166493
391.6,-241.7,891.6,-0.06,0.43,-0.06,-12.87,-5.5,20.66,2025-03-12T10:13:36.732903,992.43,-136.72,-209.72,-1.28,0.24,-2.93,-103.5,-3.48,11.28,2025-03-12T10:13:36.732903,-0.6587944077470713
385.01,-237.55,894.78,-0.24,0.55,-0.43,-12.96,-5.52,20.7,2025-03-12T10:13:36.780801,974.37,-94.48,-197.27,-7.07,1.71,-2.68,-103.66,-3.47,11.58,2025-03-12T10:13:36.780801,-0.6704328166199713
362.06,-234.86,892.09,0.91,0.55,-0.12,-13.07,-5.54,20.73,2025-03-12T10:13:36.827725,968.51,-138.92,-156.25,-2.44,-0.49,-2.62,-103.78,-3.57,11.24,2025-03-12T10:13:36.827725,-0.6601410686396474
375.73,-242.43,895.51,0.61,0.37,-0.12,-13.17,-5.6,20.74,2025-03-12T10:13:36.878444,986.33,-119.87,-179.44,4.7,-0.61,-4.02,-103.88,-3.65,11.24,2025-03-12T10:13:36.878444,-0.6466690325014719
379.64,-235.6,901.37,1.46,0.43,0.18,-13.29,-5.7,20.74,2025-03-12T10:13:36.885059,967.29,-98.63,-194.58,-4.39,-0.85,-3.17,-103.94,-3.78,11.23,2025-03-12T10:13:36.885059,-0.6314327532320632
378.42,-245.12,900.15,2.5,0.24,-0.67,-13.37,-5.8,20.72,2025-03-12T10:13:36.914827,980.47,-125.24,-174.8,-1.16,-1.4,-3.05,-103.96,-3.95,11.14,2025-03-12T10:13:36.914827,-0.60888645948402
382.32,-233.15,902.1,2.32,0.06,-0.49,-13.49,-5.95,20.69,2025-03-12T10:13:36.983872,978.76,-83.5,-193.6,-2.5,-1.46,-2.74,-104.04,-4.17,11.06,2025-03-12T10:13:36.983872,-0.5838692733559225
371.58,-240.23,900.15,1.95,-0.24,-0.43,-13.6,-6.03,20.66,2025-03-12T10:13:36.984102,975.1,-102.29,-193.36,-1.34,-1.16,-3.11,-104.12,-4.42,10.87,2025-03-12T10:13:36.984102,-0.558877925384665
376.22,-224.12,893.55,2.5,-0.3,-0.24,-13.62,-6.09,20.61,2025-03-12T10:13:37.014881,980.47,-97.9,-198.73,-2.5,-0.49,-2.38,-104.25,-4.66,10.74,2025-03-12T10:13:37.014881,-0.5399680099191886
388.92,-219.48,906.25,2.5,-0.06,0.24,,,,2025-03-12T10:13:37.087006,967.29,-93.51,-198.49,-5.0,-1.4,-2.38,-104.35,-4.96,10.35,2025-03-12T10:13:37.087006,-0.5142676577972771
374.51,-231.69,896.0,2.74,0.06,0.85,-13.68,-6.28,20.47,2025-03-12T10:13:37.087183,960.21,-93.99,-165.53,-11.16,-3.84,-2.56,-104.48,-5.24,10.08,2025-03-12T10:13:37.087183,-0.465391009167774
373.78,-212.89,910.4,2.13,-0.12,-0.06,-13.7,-6.37,20.4,2025-03-12T10:13:37.116655,969.24,-140.14,-169.68,-15.37,-5.18,-0.91,-104.59,-5.55,9.74,2025-03-12T10:13:37.116655,-0.40152482306770243
378.42,-256.1,900.15,4.27,1.04,-1.46,-13.67,-6.42,20.37,2025-03-12T10:13:37.187113,993.16,-117.43,-183.84,-7.93,-4.09,-2.32,-104.79,-5.77,9.38,2025-03-12T10:13:37.187113,-0.3601281378189942
376.46,-210.69,908.45,4.45,1.22,-0.85,-13.67,-6.42,20.39,2025-03-12T10:13:37.187806,989.5,-64.94,-227.05,2.62,-3.11,-3.6,-104.92,-5.98,9.34,2025-03-12T10:13:37.187806,-0.32977885568940124
365.97,-223.88,905.76,1.83,-0.49,0.37,-13.69,-6.43,20.41,2025-03-12T10:13:37.221136,994.14,-111.33,-203.61,-0.3,0.06,-4.51,-105.06,-6.1,9.19,2025-03-12T10:13:37.221136,-0.31390620235999855
375.24,-227.05,917.72,3.05,-0.3,-0.79,-13.72,-6.44,20.44,2025-03-12T10:13:37.293167,990.97,-87.89,-228.52,6.77,1.83,-4.57,-105.17,-6.24,9.28,2025-03-12T10:13:37.293167,-0.31769460580225695
366.46,-228.52,902.34,0.79,0.49,-0.79,-13.78,-6.53,20.49,2025-03-12T10:13:37.293882,981.69,-47.12,-246.09,-11.71,4.27,-3.35,-105.23,-6.37,9.02,2025-03-12T10:13:37.293882,-0.35402491926806
375.98,-218.75,889.4,2.74,2.74,0.61,-13.83,-6.71,20.56,2025-03-12T10:13:37.422792,974.12,-95.46,-173.58,-3.11,3.35,-2.87,-105.23,-6.47,9.16,2025-03-12T10:13:37.422792,-0.40355917551476495
384.77,-203.61,931.88,3.54,3.29,0.49,-13.88,-6.86,20.59,2025-03-12T10:13:37.423741,983.15,-89.6,-171.63,14.7,2.68,-3.17,-105.19,-6.55,9.07,2025-03-12T10:13:37.423741,-0.4517646002820648
397.22,-256.1,940.43,-2.01,14.09,-6.71,-13.94,-6.99,20.63,2025-03-12T10:13:37.424455,987.3,-156.98,-186.04,-0.49,-2.62,-2.87,-104.99,-6.66,8.98,2025-03-12T10:13:37.424455,-0.5558975698719042
430.42,-156.49,930.18,0.37,11.83,-30.91,-14.03,-7.14,20.67,2025-03-12T10:13:37.429926,987.55,-106.2,-227.29,-7.01,-0.18,-4.7,-104.6,-6.72,8.98,2025-03-12T10:13:37.429926,-0.6626385586649086
350.34,80.08,1018.55,2.87,28.96,-75.79,-14.12,-7.35,20.69,2025-03-12T10:13:37.497290,979.0,260.74,-272.46,-17.99,3.72,1.59,-104.1,-6.8,9.32,2025-03-12T10:13:37.497290,-0.9840355400852738
363.53,42.48,1018.8,-0.85,44.57,-84.7,-14.25,-7.62,20.7,2025-03-12T10:13:37.500340,991.46,90.58,-228.52,-100.91,9.21,10.98,-103.52,-6.93,9.1,2025-03-12T10:13:37.500340,-1.5195832378291054
298.1,-250.24,833.25,-16.71,29.39,-83.84,-14.35,-7.85,20.69,2025-03-12T10:13:37.539541,986.57,-71.29,-143.55,-84.21,13.72,9.51,-103.07,-7.01,9.08,2025-03-12T10:13:37.539541,-1.9485056255689983
219.48,-538.82,719.73,-13.54,0.12,-44.21,-14.45,-7.94,20.73,2025-03-12T10:13:37.600556,979.49,-157.71,-105.47,-88.84,13.41,10.98,-102.8,-7.06,8.72,2025-03-12T10:13:37.600556,-2.0828226006855095
343.02,-692.63,740.72,-0.49,-37.2,17.99,-14.53,-7.97,20.79,2025-03-12T10:13:37.605287,942.14,-408.2,-83.74,-15.37,8.9,3.48,-102.69,-7.06,8.46,2025-03-12T10:13:37.605287,-1.7941530630400566
365.72,-67.14,991.21,15.67,-29.21,14.27,-14.61,-8.01,20.84,2025-03-12T10:13:37.640308,1012.7,-42.24,-177.25,81.16,3.11,-8.29,-102.63,-6.98,8.5,2025-03-12T10:13:37.640308,-1.5160311001671933
390.14,-6.35,955.08,-3.72,-13.17,2.2,-14.69,-7.99,20.86,2025-03-12T10:13:37.700027,955.08,148.19,-198.73,20.0,4.21,-0.55,-102.61,-6.88,8.76,2025-03-12T10:13:37.700027,-1.4145999030173915
